date,province,place,responsible,death,desc,lat,lng
2013-1-18,贵州,贵州省六盘水市盘县,贵州盘江精煤股份有限公司金佳煤矿,13,发生煤与瓦斯突出事故，造成13人死亡， 3人受伤。,25.77283834,104.6669131
2013-3-12,贵州,贵州省六盘水市水城县,贵州玉马能源开发有限公司马场煤矿,25,发生煤与瓦斯突出事故，造成25人死亡。,26.4305469,104.9303569
2014-10-5,贵州,贵州毕节市黔西县 ,永贵能源公司新田煤矿,10,发生煤与瓦斯突出事故，造成10人死亡。,26.90282593,106.7349961
2015-4-4,贵州,贵州毕节市纳雍县,贵州毕节市交通运输有限责任公司,21,一辆农村班线客车（贵F06818，核载19人，实载24人）在毕节市纳雍县老坝乡果几盖至老凹坝街上村通村水泥路）翻坠至51米深河床，造成21人死亡、3人受伤。,26.90282593,106.7349961
2014-11-27,贵州,贵州六盘水市盘县 ,松林煤矿,11,发生瓦斯爆炸事故，造成11人死亡，8人受伤。,25.77283834,104.6669131
2011-3-12,贵州,贵州六盘水市盘县,金银煤业,19,1091残采工作面发生瓦斯爆炸事故，造成19人死亡。,25.77283834,104.6669131
2014-6-11,贵州,贵州六盘水市六枝特区 ,贵州华隆煤业有限公司新华煤矿,10,发生煤与瓦斯突出事故，造成10人死亡。,26.23586507,105.3830337
2012-11-24,贵州,贵州六盘水市， ,盘南煤炭开发有限责任公司响水煤矿,23,"发生煤与瓦斯突出事故,造成23人死亡，5人受伤。",26.59186606,104.8520868
2012-6-16,西藏,西藏自治区林芝地区波密县,林芝地区客运公司,10,一辆依维柯客车（藏GA5120，实载13人），在国道318线通麦大桥至八一方向1.5公里一陡坡处，被前方一辆在坡上滑下的丰田旅游车（藏DL0121）撞入50米悬崖下的帕隆藏布河中，造成车上10人下落不明。,30.12482776,95.55658527
2014-8-18,西藏,西藏林芝地区工布江达县,西藏博达旅游客运公司,16,一辆旅游大巴车（藏AL1612，实载45人）在国道318线加兴村路段坠入尼洋河中，造成16人死亡和下落不明。,30.02521563,93.24209816
2011-12-6,西藏,西藏昌都地区昌都县柴堆乡,西藏昌都蓝天运输有限责任公司,15,一辆客车（藏BA9186，核载30人，实载17人）翻入扎曲河中，造成12人死亡、2人受伤、3人失踪。,31.4484799,97.24405213
2011-3-14,西藏,西藏昌都地区八宿县,林芝地区长客运有限公司,16,"一辆双层卧铺客运车（藏GA3109）发生翻车事故,造成16人死亡，29人受伤。",30.16229775,96.88564146
2014-8-9,西藏,西藏拉萨市尼木县,拉萨忘远汽车租赁公司,44,西藏圣地旅游汽车有限公司一辆旅游大巴车在国道318线4740千米处与对向行驶的拉萨忘远汽车租赁公司一辆越野车相撞，造成44人死亡，11人受伤。,29.60319384,90.09547107
2015-6-10,西藏,西藏山南地区贡嘎县 ,拉萨圣地旅游汽车有限公司,11,一辆大客车（藏AL0240 核载28人，实载19人）在省道307线23千米+300米处坠入山崖，造成11人死亡、8人受伤。,29.21306655,90.94437036
2011-2-4,福建,福建邵武市,南平市邵武汽车运输公司,12,一辆中巴车（闽HY1151，核载19人，实载21人）翻入富屯溪千岭电站水库中，造成12人死亡，9人受伤。,27.23519707,117.4805722
2013-3-22,福建,福建省漳州市,江西省鹰潭市顺驰物流有限公司,12,一辆重型半挂货车（赣L38239，核载31吨，实载34吨），行至夏蓉高速109公里+524米处，先后与前方一辆小客车（闽DUM793）、贵州省遵义市汽车运输（集团）公司一辆卧铺大客车（贵C80937，核载44人实载45人，其中3人为儿童）、一辆大货车（闽E63356）发生碰撞，导致卧铺大客车破裂解体，共造成12人死亡，34人受伤。,24.51706478,117.6762047
2012-6-20,福建,福建省宁德市霞浦县，,厦门舫阳汽车运输有限公司,17,一辆大巴车（闽DY5719，核载45人，实载45人）由江苏省无锡市开往福建省厦门市，行至距沈海高速A道1908公里处高架桥上时，撞破右侧护栏坠落桥下，造成17人死亡，28人受伤。,26.86887653,119.9905511
2012-7-24,福建,福建宁德市寿宁县,个人所有,14,一辆三轮货车（套挂闽J52530车牌，实载22人），从山坑村开往南阳镇途中翻入深沟，造成14人死亡，8人受伤。,27.42622952,119.5055198
2014-8-26,甘肃,甘肃酒泉市瓜州县 ,新疆四平商贸有限公司,15,一辆大客车由新疆米泉驶往宁夏固原，行至G30高速2616公里300米处冲入对向车道，与一辆重型半挂车相撞，造成15人死亡，35人受伤。,40.73428687,95.80471283
2014-3-3,甘肃,甘肃省甘南州合作市,上海青竹连发汽车租赁公司,10,一辆大客车（沪D05700）由云南往甘肃方向行驶，行至213国道256公里200米处发生侧翻，造成10人死亡，35人受伤。,34.99725951,103.0856492
2011-4-20,甘肃,甘肃省张掖市山丹县,中铁二局第一工程有限公司,12,兰新铁路第二双线甘青段小平羌隧道距入口约300米处发生塌方事故，造成12人死亡和失踪。,38.53022137,101.231647
2013-2-1,甘肃,甘肃省庆阳市宁县,河北衡水运输集团有限公司,18,一辆大客车（冀T23171，核载47人，实载54人）行至宁五（宁县－五里墩）县乡公路2公里＋200米一下坡转弯路段时，从29米高的山坡冲下，车辆起火燃烧，造成18人死亡，32人受伤。,35.57136627,108.1141734
2012-9-25,甘肃,甘肃白银市平川区,屈盛煤业有限公司,20,副斜井发生人车跑车事故，造成20人死亡，14人受伤。,36.69035049,104.945609
2012-9-6,甘肃,甘肃张掖市山丹县,宏能煤业公司花草滩煤矿,10,在立井砌碹作业过程中，发生工作盘和拆模盘侧翻事故，造成10人死亡。 ,38.53022137,101.231647
2014-9-6,甘肃,甘肃庆阳市环县,福明园林绿化有限公司,11,一辆自卸式三轮汽车（甘M25656，核载2人，实载14人）参加一绿化工程施工，沿通村公路C011线行驶至一下坡急转弯处，失控侧翻并与道路外侧防撞墙相撞，造成11人死亡，3人受伤。,36.61678864,107.0721722
2011-11-16,甘肃,甘肃庆阳地区正宁县,小博士幼儿园,21,一辆校车（甘MA4975，核载9人，实载64人）在榆林子镇马槽沟村与一辆运煤货车（陕D72231）迎面相撞，造成校车内21人死亡（2名成人、19名儿童），11人重伤，其中1人危重，32人轻伤。,35.41473166,108.3780872
2011-10-29,甘肃,甘肃定西地区临洮县漫洼乡,中铁十九局兰渝铁路项目部,24,兰渝铁路黑山隧道施工工地，一辆江淮牌客货两用车（甘JA1578，核载3人，实载28人）冲下斜井撞到主井边墙后侧翻，造成24人死亡，4人受伤。,35.45475598,104.2597127
2015-4-4,甘肃,甘肃临夏州康乐县，,个人所有,12,一辆无牌三轮货车（核载0.85吨、实载17人）在亥姆寺山附近一条通村公路下坡转弯处失控冲出路面，翻坠30米深的坡下，造成12人死亡、5人受伤。,35.25801827,103.6290201
2011-1-13,湖南,湖南长沙市岳麓区,西娜湾宾馆,10,"发生火灾事故,造成10人死亡，4人受伤。",28.20270663,112.9086994
2014-7-10,湖南,湖南长沙市岳麓区,乐乐旺幼儿园,11,一辆幼儿园校车（湘CG5210）由湘潭市开往长沙市途中，掉入干子村石塘水库，造成11人死亡。,28.20270663,112.9086994
2011-12-17,湖南,湖南郴州市北湖区资兴市,三都镇煤矿六一井,11,发生瓦斯爆炸事故，造成11人死亡。,25.67915838,112.8844756
2014-7-19,湖南,湖南邵阳市隆回县,长沙大承化工有限公司、福建莆田汽车运输股份有限公司,43,一辆运载乙醇的轻型货车（湘A3ZT46，核载1.58吨，实载5吨）在沪昆高速邵怀段1309KM处，追尾一辆大客车（闽DY2508，核载53人）后发生燃烧，致5车烧毁，造成43人死亡。,27.35183079,110.9733261
2011-9-9,湖南,湖南邵阳市邵阳县唐田市镇芙荑河,一艘渡船,12,（湘邵县客0018，个体船只，有客船营运资质，核载14人，实载50人，其中41人为中学生）在芙荑河（资江支流）向荣村地段，因挂断挖沙船锚固钢丝绳，导致渡船侧翻，船上50人全部落水。经搜救，造成12人死亡（其中学生9名）。,26.98497668,111.3323723
2011-10-29,湖南,湖南衡阳市衡山县,霞流冲煤矿,29,-250M水平东翼岩巷掘进工作面放炮诱发煤与瓦斯突出事故，造成29人死亡。,27.28191238,112.71963
2012-2-16,湖南,湖南衡阳市耒阳市，,宏发煤矿,15,发生运输事故，造成15人死亡，3人重伤。,26.42399279,112.9215515
2013-6-2,湖南,湖南省邵阳市邵东县,司马冲煤矿,10,发生瓦斯爆炸事故，造成10人死亡，3人重伤。,27.19365369,111.8567203
2011-6-20,湖南,湖南省衡阳市耒阳市三都镇 ,都兴煤矿,13,掘进工作面发生透水事故，当班下井19人，其中6人安全升井，造成13人死亡。,26.40388805,113.1236974
2012-5-27,湖南,湖南省湘西自治州泸溪县,一艘个人所有客船（湘辰溪客0085，核载30人，实载25人）,11,撞上一艘货船后翻沉，造成11人死亡。,28.16442593,110.0027001
2014-9-22,湖南,湖南省株洲市醴陵市浦口镇,醴陵市浦口南阳出口鞭炮烟花厂,14,超许可范围生产小礼花，改变工库房用途，现场管理混乱，严重超员超量，违规作业，导致发生重大爆炸事故，造成14人死亡，45受伤（其中4人重伤）。,27.77036349,113.6478514
2012-5-19,湖南,湖南省株洲市炎陵县,中铁三局集团第五工程有限公司,20,炎汝高速公路第十三合同段八面山隧道左洞1862米处，一辆农用车（载19名施工人员及240千克炸药）发生爆炸，造成车上19人及周边1人共20人死亡，2人受伤。,26.38271249,113.850536
2012-10-5,湖南,湖南益阳市沅江市琼湖水域,个人所有,12,一艘钢板农用船（载22人）在石矶湖大堤外河与一艘运砂船（湘沅江机0073）相撞后翻沉，造成12人死亡。,28.97718604,112.5649422
2012-2-2,湖南,湖南益阳市沅江市，,湖北省监利三洲水运公司,11,一艘湖北籍运砂船（三洲666，载17人）由岳阳市驶往武汉市，行至洞庭湖小山塘（益阳市与岳阳市水域交界处）锚泊避风时翻沉，船上17人全部落水，其中6人获救，造成10人死亡，1人失踪。,28.97718604,112.5649422
2011-10-16,湖南,湖南湘西州永顺县,湖北荆州市恒信旅游有限公司,11,一辆大客车（鄂D08102，核载55人，实载49人）在超车过程中翻到10多米高的坎下，造成11人死亡，36人受伤。,29.01594122,109.9761241
2012-1-3,湖南,湖南怀化市中方县，,河南周口路路发汽车运输有限公司,13,一辆重型半挂牵引车（豫PY0210，豫PF534挂）与石家庄市鑫源旅游汽车有限公司一辆大客车（冀A61231，核载55人，实载54人）正面相撞，造成13人死亡、41人受伤。,27.52093514,110.1653625
2013-4-14,湖北,湖北省襄阳市樊城区 ,一景城市花园酒店,14,2楼迅驰星空网络会所发生火灾，并迅速蔓延至酒店客房，造成14人死亡，47人受伤（其中24人重伤）。,32.15395334,111.9285276
2013-3-12,湖北,湖北省荆州市,恩施州交运集团鹤峰县益通汽运有限公司,14,一辆卧铺客车（鄂Q69888，核载36人，实载22人）在二广高速1765公里＋200米处经过荆州长江大桥时，为避让一辆逆向行驶的两轮摩托车（鄂E2J440），坠入桥下15米深的江滩，造成14人死亡，8人受伤。,30.33259052,112.2418658
2013-2-19,湖北,湖北省恩施州建始县,恩施州交运集团昌瑞客运公司,10,一辆中巴车（鄂Q01466，核载19人，实载19人）行至红二线66.7公里处时，发生翻车事故，造成10人死亡，9人受伤。,30.57857599,109.9395992
2011-7-4,湖北,湖北省仙桃市,武汉海龙旅游客运有限责任公司、襄樊青林顺达物流有限公司,26,一辆客车（鄂AE3892，核载55人，实载52人，从广州到天门）在随岳高速公路229km+300m处应急车道内违章停车下客，一辆半挂货车（鄂F1N210，鄂FEA30挂）在未采取任何刹车措施的情况下，撞到客车尾部并起火，造成26人死亡，29人受伤。,30.293966,113.3874482
2011-7-12,湖北,湖北武汉市经济技术开发区,武汉东神轿车有限公司,15,一出租仓库发生火灾事故，过火面积3450平方米，造成15人死亡。,30.58108413,114.3162001
2011-1-17,湖北,湖北武汉市硚口区,武胜路康宏实业公司服装厂,14,发生火灾，造成14人死亡、4人受伤。,30.58108413,114.3162001
2012-9-13,湖北,湖北武汉市东湖风景区,湖北祥和建设有限公司（总承包一级）,19,东湖景园住宅楼C区7-1号楼施工工地，发生施工升降机坠落事故，造成19人死亡。,30.575499,114.3796201
2011-2-7,湖北,湖北恩施州利川市,一辆正三轮农用摩托车,10,在寒坡岭处时发生侧翻，造成10人当场死亡、9人受伤。,30.23996702,108.8270998
2011-10-1,湖北,湖北宜昌市兴山县,荆州市九州旅游汽车有限公司,16,一辆旅游客车（鄂D14566，核载35人，实载35人），冲开波形防护栏坠入三峡库区中，造成16人死亡、19人受伤（其中3人重伤）。,31.31934954,110.8244057
2011-11-29,海南,海南五指山市,海汽运输集团有限公司定安分公司,13,一辆中型客车（琼C32691，核载15人，实载23人）与一辆大货车（桂J08588）正面相撞，造成13人死亡，2人重伤，9人轻伤。,18.83130575,109.5177501
2014-10-29,浙江,浙江舟山市嵊泗县,浙嵊渔05885,13,从渔场回港途中，在北纬30度49分，东经123度57分（长江口灯船以东80海里）处，被一艘香港籍货轮撞沉，造成13人下落不明。,30.70500393,122.4816865
2015-1-19,浙江,浙江舟山市岱山县,个人所有,13,一艘渔船（浙岱渔06427）在东经124度46分，北纬30度17分失去联系，造成13人死亡和下落不明。,30.31941559,122.2603591
2011-7-23,浙江,浙江省温州市,责任单位待定,40,北京南至福州的D301次列车在甬温线鹿城区双屿路段，追尾由杭州开往福州的D3115次列车，造成40人死亡，192人受伤（其中12人危重）。,28.00283759,120.6906347
2014-1-14,浙江,浙江省台州市温岭市城北街道杨家渭村,台州大东鞋业有限公司,16,违法搭建的临时厂棚内电线短路导致火灾事故，造成16人死亡，5人受伤。过火面积1080平米。,28.44057222,121.3940537
2012-8-5,浙江,浙江温州市瓯海区,个人所有,13,一铝锁抛光加工作坊发生粉尘爆炸事故，造成加工作坊及周边群众共13人死亡，14人受伤。,27.97217719,120.5584036
2011-3-6,浙江,浙江台州市温岭市,个体,11,在东经122度14分、北纬28度10分处失去联系，11人下落不明。,28.40055382,121.421046
2015-4-28,浙江,浙江台州市三门县,鑫达渔业服务公司,15,一艘渔船（浙三渔00046，实载15人）在江苏吕泗渔场海域失联，15人下落不明。,29.01774425,121.4882288
2011-2-28,浙江,浙江台州市,台州市路桥海顺渔业服务公司,11,一艘渔船（浙路渔2403）在东矶岛附近水域触礁沉没，11名船员落水失踪。,28.66828329,121.4406129
2011-1-11,河南,河南许昌市襄城县,河南省平顶山市汽车运输有限公司,16,一辆宇通牌大客车（豫D34401，核载35人，实载43人）在许平南高速公路追尾碰撞一辆小客车后翻下路基，造成16人死亡、23人受伤。,33.86190519,113.5689829
2012-4-23,河南,河南省漯河市舞阳县,漯河市锦程运输有限公司 ,13,一辆货车（豫LA8979，核载20吨，实载30吨）在S220省道132公里+500米处，驶入对向车道，与漯河市宏运汽车运输集团有限公司一辆客车（豫L52929，核载19人，实载23人）相撞，造成13人死亡，12人受伤（其中4人重伤）。,33.54930145,113.6800553
2014-3-21,河南,河南省平顶山市汝州市,平煤神马集团长虹矿业公司,13,发生煤与瓦斯突出事故，造成13人死亡。,34.16277755,112.8127175
2011-7-22,河南,河南省信阳市,山东省威海市交通运输集团、淄博佳泽化工有限责任公司,41,"一辆卧铺大客车（鲁K08596,核载35人，实载47人），由威海开往长沙，行至京港澳高速公路明港段938公里处，车辆后部起火，造成41人死亡。",32.12858231,114.085491
2013-2-1,河南,河南省三门峡市,河北省石家庄市开发区凯达运输有限公司,13,一辆运输烟花爆竹的货车（冀A70380，核载5.925吨，实载约10吨）行至连霍高速741公里+900米处义昌大桥时，发生爆炸并导致桥面坍塌，多辆途经此处的车辆坠落，造成13人死亡，11人受伤。,34.78331994,111.1812621
2011-10-27,河南,河南焦作市,焦煤集团九里山矿,18,16采区16031上风道掘进工作面发生煤与瓦斯突出事故，造成18人死亡。,35.23460755,113.2118359
2011-1-19,河南,河南漯河市郾城区,豫田花炮厂,10,发生烟花爆竹爆炸事故，造成10人死亡、21人受伤（其中6人重伤）。,33.67070381,113.9413618
2014-12-15,河南,河南新乡市长垣县,皇冠KTV,12,发生火灾，造成12人死亡，24人受伤。,35.21812761,114.7669033
2015-5-25,河南,河南平顶山市鲁山县,康乐园老年公寓（民营）,38,发生火灾事故，造成38人死亡、6人受伤。,33.74869739,112.7403093
2015-3-2,河南,河南安阳市林州市,个人所有,20,一辆非营运大客车（豫AL9139，核载35人，实载33人），行至五龙镇小虎山盘山公路（省道S226线45KM+800M）处，坠下陡坡，造成20人死亡、12人受伤。,36.01656103,113.8610835
2012-12-9,河南,河南商丘市民权县,商丘市交通运输集团有限公司第七分公司,12,一辆大型客车（豫NA3768，核载30人，实载34人），行至310国道442公里+170米处，与一辆突然转弯的二轮电动车（载1人）相撞后，侧翻掉入路边池塘，造成12人死亡，23人受伤。,34.69611652,115.1784141
2011-10-7,河南,河南南阳市社旗县,个体,11,一辆重型半挂货车（豫QA8629）与一辆长安之星面包车（豫R6Q265，核载7人、实载11人）相撞，造成11人死亡。,32.98243138,112.9985272
2013-8-12,河南,河南信阳市光山县,河南周口市金豫汽车运输有限公司（货车）,11,一辆大货车（豫PP6696）在312国道768公里260米处，与一辆中巴客车（豫SA0905）相撞，造成11人死亡，12人受伤。,31.94143172,114.8431619
2011-11-3,河南,河南义马市,义马煤业集团公司千秋煤矿,10,21221下巷发生冲击地压事故，造成10人死亡，64人受伤，其中3人重伤。,34.7495248,111.9060927
2012-8-31,河南,河南三门峡市陕县,灵宝市宝通汽车客运有限责任公司,11,一辆营运客车（豫M15260，核载29人，实载27人），在连霍高速784公里处，发生翻车事故，造成11人死亡，14人受伤，其中1人重伤。,34.64363329,111.3760646
2012-2-28,河北,河北石家庄市赵县，,克尔化工有限责任公司,29,硝酸胍车间发生爆炸，造成25人死亡，4人失踪，46人受伤。,37.76961245,114.8349382
2013-2-28,河北,河北省张家口市怀来县,冀中能源张矿集团艾家沟煤矿,13,井下发生火灾事故，造成12人死亡，1人下落不明。,40.34798364,115.6340606
2014-3-7,河北,河北省唐山市古冶区,开滦（集团）化工有限公司,13,乳化炸药生产工房装药工段发生爆炸，造成13人死亡。,39.72304478,118.4622315
2015-1-23,河北,河北沧州市任丘市,个人所有,10,一艘渔船（冀任渔00791）在北纬32度55分、东经124度25分附近海域被一艘不明船舶撞沉，造成10人下落不明（船上13人全部落水，其中3人被救起）。,38.74110464,116.1632141
2011-8-28,河北,河北张家口市尚义县,一辆依维柯客车,18,"（套牌车，原牌照为冀G03865,17座，载34人）从尚义县城驶往大青沟镇，行至401县道三义店村北路段处，与一辆停在路侧的重型半挂车（冀GN281）发生追尾事故，造成18人死亡，16人受伤（其中2人重伤）。",41.13263499,114.1525283
2012-12-24,江西,江西鹰潭市贵溪市,贵溪市滨江镇春蕾幼儿园,11,一辆长安面包车（赣LP2689，核载7人，实载17人）在滨江镇洪塘村委会合盘石童家村小组侧翻入水塘中，造成11人死亡，6人受伤。,28.19060446,117.1978704
2012-9-2,江西,江西萍乡市,江西煤业集团高坑煤矿,15,408采区3476工作面发生瓦斯爆炸事故，造成15人死亡，11人受伤。,27.63954422,113.859917
2013-7-23,江西,江西抚州市南丰县,江西南丰县桔圣汽车贸易物流配送有限公司,16,一辆大货车（赣F43073，载27人及水果）发生侧翻，造成16人死亡，10人受伤。,27.11489616,116.5003615
2013-9-30,江西,江西宜春市丰城市,江西煤业集团丰城曲江煤炭开发有限责任公司,11,603东顺槽运输巷发生煤与瓦斯突出事故，造成11人死亡。,28.11151588,115.8234035
2011-8-6,江西,江西上饶市信州区 ,河南省周口市通顺汽车运输有限公司,17,一辆重型半挂车（豫PE8977，豫P5171挂）行至沪昆高速503km处时，与一辆重型半挂货车、一辆小型普通客车（浙CYB192，核载9人，实载13人）和一辆重型特殊结构货车连续发生碰撞，造成17人死亡。,28.49722348,118.0505782
2015-1-15,江苏,江苏苏州市张家港市,安徽蚌埠神舟机械有限公司,22,一艘拖轮（皖神舟67，为新加坡制造的）试航时，在长江福北水道#FB14黑浮北侧附近水域翻沉，造成22人死亡（其中外国籍8人）。,31.90781234,120.6272785
2012-4-22,江苏,江苏省苏州市常熟市,上海南汇益流汽车出租服务有限公司,14,一辆大客车（沪BL1290，核载39人，实载33人），冲过中央隔离护栏驶入对向车道，与常熟实盈光学科技有限公司一辆大货车（苏ED1655）相撞，造成14人死亡，20人受伤。,31.66944605,120.831486
2013-6-11,江苏,江苏省苏州市,苏州燃气集团液化气经销分公司,12,横山储罐场职工食堂厨房因液化气泄漏引发爆炸事故，造成12人死亡，8人受伤。,31.31798737,120.6199071
2014-8-2,江苏,江苏省昆山市开发区,中荣金属制品有限公司,75,汽车轮毂拋光车间发生爆炸，造成75人死亡，185人受伤。,31.3289368,120.9658078
2011-6-19,江苏,江苏省无锡市惠山区,钱桥镇街道社区居委会老办公楼,11,在装修改造过程中发生整体垮塌事故，造成11人死亡、5人受伤。,31.65637633,120.2152945
2011-12-12,江苏,江苏徐州市丰县,首羡镇中心小学,15,一辆校车（苏CR1836，核载52人，实载47人）发生翻车事故，造成15人死亡，8人受伤。,34.69577333,116.6157332
2011-12-1,江苏,江苏南通市海安县,个体,11,一艘渔船（苏海安渔00202，载11人）在东经122°13′，北纬32°58′处海域倾覆，造成船上11名船员失踪。,32.55398507,120.4739269
2011-11-21,江苏,江苏南通市启东市,个体,10,一艘渔船（苏启渔02559号，载10人）行至吕四港外海时，与一艘货船（浙嵊97316）相撞后沉没，船上10人失踪。,31.87130184,121.6788223
2011-10-5,江苏,江苏南京市,南京钢铁股份有限公司炼铁厂,12,发生铁水外溢事故，造成12人死亡、1人受伤。,32.0572355,118.7780744
2013-6-18,新疆,新疆维吾尔自治区昌吉州昌吉市,新疆安吉达国际旅客运输有限公司,15,一辆大巴车（新A89385，核载36人，实载36人）行至距庙尔沟乡政府10公里处，侧翻坠入32米深沟，造成15人死亡，21人受伤。,44.17508345,87.07361805
2014-7-5,新疆,新疆生产建设兵团第六师,大黄山豫新煤业有限责任公司,17,一号井发生瓦斯爆炸事故，造成17人死亡。,43.8086745,87.61952071
2013-12-13,新疆,新疆昌吉州呼图壁县,白杨沟煤炭有限责任公司煤矿,22,发生瓦斯煤尘爆炸事故，造成22人死亡。,44.38095572,86.69316611
2015-2-24,新疆,新疆喀什地区巴楚县， ,新疆五运旅客运输有限公司,22,一辆大客车（新N32698，核载53人，实载60人），在G3012线1071KM+150M处，失控冲出中央隔离护栏驶入对向车道后翻车，造成22人死亡，38人受伤（其中4人重伤）。,39.6181075,78.907139
2011-3-11,新疆,新疆喀什地区叶城县,西藏阿里藏羚羊旅运有限公司,16,一辆大客车（藏FA2130）在国道219线226km+215m处，坠入126米深山谷中，造成16人死亡、26人受伤。,36.99301396,77.22363092
2011-10-23,新疆,新疆和田地区墨玉县,策勒县运输有限公司,12,一辆.中巴车（新R04882，核载30人，实载21人)与一辆三轮摩托车（无号牌，实载14人）相撞，造成三轮摩托车上12人死亡，2人受伤。,38.38422415,80.04714811
2012-11-10,新疆,新疆农七师128团,"1.新疆天正旅游客运有限责任公司
2.新疆生产建设兵团奎屯旅客运输公司",11,新疆天正旅游客运有限责任公司一辆大客车（新D07608，核载35人，实载47人）在前高公路4公里十字路口处，与新疆生产建设兵团奎屯旅客运输公司一辆中巴车（新D05580，核载14人，实载14人）相撞，造成11人死亡，39人受伤。,45.03088911,84.61555888
2011-4-2,新疆,新疆乌鲁木齐市艾维尔沟矿区,新疆焦煤集团有限责任公司2130煤矿,10,主斜井延伸掘进工作面发生煤与瓦斯突出事故，造成10人死亡。,43.84038035,87.56498774
2014-10-24,新疆,新疆乌鲁木齐市米东区 ,新疆东方金盛工贸有限责任公司,16,米泉沙沟煤矿采空区大面积冒顶，导致有毒有害气体溢出，造成16人死亡，11人受伤。,44.07055417,87.69118646
2012-3-11,广西,广西贵港市桂平市，,个体,20,一艘渡船（石咀客渡035，核载30人，实载50人）从桂平驶往南木镇大黎村，行至羊栏滩白沙洲尾水域时，与一艘贵港籍货船（锐丰329）发生碰撞，导致渡船沉没，其中30人获救，造成20人死亡。,23.33328062,110.0871189
2012-12-28,广西,广西河池市大化县， ,个人所有,11,一辆小型客车（桂M95899，核载9人，实载20人）在县道X898线68公里处翻下山谷，造成11人死亡，9人受伤。,23.9707447,107.7119593
2013-11-1,广西,广西梧州市,三堡炮竹厂,12,发生爆炸事故，造成12人死亡，16人受伤（其中9人重伤）。,23.48539464,111.305472
2011-7-2,广西,广西来宾市,合山煤业公司八矿樟村井,20,因突降暴雨，导致地表大面积塌陷，引发泥浆溃入老空区并进入作业场所，造成20人死亡和失踪。,23.74116593,109.2318165
2014-5-3,广东,广东茂名市高州市,深镇镇良坑口村村委会,11,一在建石拱桥发生坍塌，造成11人死亡。,22.03552165,110.9756054
2014-3-26,广东,广东省揭阳市普宁市军埠镇莲坛村,一家非法从事内衣生产的家庭作坊,12,发生火灾，造成12人死亡，5人受伤。无工商执照，属无证经营。,23.26385991,116.2719712
